,A,B,C,D,E,F
279,49758.03971257126,49049.30646823976,60540.86414849432,50697.41029107305,47101.09811265084,53739.14251450719
280,59285.305548426986,45481.861436848856,35894.88980902468,41295.515156236375,53303.64581966214,35518.75194751614
281,54458.857354007545,37792.80943481119,63483.6377135511,47096.056977258246,49313.29032037903,61090.86040278632
282,55346.30709398343,48150.52921154538,37229.185875875686,43281.21348400548,35430.24945168942,62223.50017030927
283,58035.306232268034,37463.110562548754,59439.62709985181,50293.59390179016,63520.649127409764,54936.25478176962
284,41542.62573406087,38108.798219674965,44549.395102842835,45045.47234302561,49500.05733712384,69080.02853723543
285,47839.38590430095,32801.899514838864,43880.867106510705,46848.07190631195,33677.15498712857,57644.300668990116
286,29327.741548447855,52644.678968685694,58105.49803667067,59581.65864173332,60202.56629059121,67746.54851806522
287,61004.04165151879,69718.66997985211,57129.87129408285,43452.703877873086,59211.69334853176,52929.31489957677
288,59033.10567617528,37606.62567293836,43234.66925607973,43896.1443870511,50506.905519199754,72008.04582677537
289,51154.51313294485,36862.24824894336,41619.76858479948,58988.761649623455,53482.1080355685,66717.93965123176
290,70411.72193246968,54020.41469704274,39246.77255741561,52311.84326876406,57810.30235156152,48999.140805980445
291,43275.48867951877,54438.29249186502,30440.755805759865,61270.888679907344,41264.7892536131,57940.1125443766
292,51129.77037778251,65969.80988298179,62464.13884669077,44188.39983390644,61602.49575133328,40592.18807897232
293,62986.83155728395,66363.1422577826,31538.441417635928,39645.00652792805,63071.30465788593,61088.798341615206
294,58284.6014411074,50077.982528224624,53713.02912965737,49236.79745444806,47974.906054809304,57011.42803995499
295,43444.268057326,49254.47109443626,54532.822277811894,55295.02995631145,30283.301382386613,48618.71967101372
296,41369.71490291569,44326.79428414931,60488.07624395956,59251.168017177464,35550.384492353725,52770.039214221855
297,49358.6420312785,28868.61117485365,46173.759196719344,46741.092517020894,60563.43083646832,74095.10661920339
298,47864.833004281936,49741.48927142021,53968.231228959135,40710.411611054005,48609.69386637281,50600.58517054309
299,50619.387179431804,49102.69739247751,41569.65597570859,36960.29819315881,38008.31277830993,49970.384038628465
300,47933.42532980422,41735.54877553832,58242.841006933,47346.99178843417,52122.902172103095,49347.71939983952
301,71972.20235872973,52939.66537434252,42461.080291473685,40129.053457783615,50941.765965048384,68331.56280884266
302,40886.042753499365,52806.573312331544,47251.187667226935,54621.36288833714,41594.47533693644,62472.75356298063
303,56890.4357754552,51765.34189202991,63336.135837250265,54042.80389816388,52866.23785788541,45472.34995695488
304,53614.09146335718,48828.97708792404,47453.573276406634,57274.04181440532,57734.15372134635,66016.96880171972
305,41665.84126984411,66576.23160669711,29901.40495781152,51200.953083788365,40380.67501611872,55847.39109399813
306,46441.031639652974,61034.838928747704,44745.158800221456,44389.94481421544,57199.8007621818,58297.09392215637
307,58706.82864796043,40084.82490897718,31869.924189310375,50422.934908675124,38228.110084402484,56818.26240390647
308,29424.04413559706,52908.28908517638,44652.71504871335,34949.26985294887,47449.970311627105,50353.30000862517
309,48019.5903055086,53042.945925377135,72861.90472930626,38374.124650031255,56008.81904689182,53114.28945783362
310,38006.497756179546,54810.72518752241,36765.79601773267,63504.30906628089,60676.90196142673,50488.690513933856
311,41078.24176526863,57562.11580997226,58399.33255679716,51771.00183382205,48283.15423587903,47975.96915707135
312,63999.12762820443,51963.659904865934,30045.513998201946,60350.347708749214,43983.986477502396,63774.634464930044
313,61605.126701620924,44807.705077384926,44952.81962554282,42815.113094509135,48233.39819016898,44097.17252519517
314,43990.334077391366,56195.068742484196,36786.192611945546,38355.030015304445,43598.09707270505,34502.872642052316
315,60262.399520087005,53470.77263096366,49396.401017961274,62439.70517069671,48248.142097831755,60537.9706910173
316,41127.76596044969,66974.74144728138,50662.88693466494,50295.041605690516,52983.04415490437,51818.556550317764
317,47139.202189678355,41289.264046305805,49261.59371379623,55835.14199074901,53637.678899369566,61464.1209274353
318,60591.91413937439,37509.86900146446,33144.137432083415,52590.41473234007,56996.58128059658,45489.9300929562
319,52555.06844024034,77328.99758420096,37536.26905144307,38968.06792693736,37207.49800966893,49507.50825597195
320,55346.850338421515,36543.87929107538,42914.52027998229,46378.85872161587,33856.61614491284,51297.95823494831
321,52203.02708376523,63336.96791256367,33070.98631803351,39455.77265367798,36452.06760279159,49568.815341737456
322,46570.02798880235,52375.07052673311,41538.05247150468,39760.34432738335,56849.74999073819,53811.812198264044
323,41677.990989801896,64540.9807718781,38792.29477002341,50578.87353171195,33077.101051691876,41544.41858607426
324,42630.60745004899,66222.49996577157,64139.00271021986,41297.208214100974,40851.58427984707,64614.432564648225
325,43028.85498144041,53781.072610120915,45902.477223019785,51860.18500860306,52176.568184455056,60866.485010700584
326,62982.47131918649,59223.00314763201,45503.426142674805,70922.43686010373,44443.894969420726,51733.62404410629
327,57857.88307309565,68768.27148585833,54917.743073510166,54734.13410526195,37108.13514293003,78145.29044696651
328,43142.87528674728,46830.26017743295,56253.50395785855,63937.60462706622,54261.311242430565,57029.184458774085
329,44425.7901672218,34665.92706366676,62109.42682589943,24113.703297748907,56005.23238024935,65312.91352455845
330,51921.85961721036,44346.34553246019,38409.90594919507,49221.24676916212,55299.89081566011,47255.83961206672
331,58407.20483279605,33159.80850998929,42655.35384294046,46865.52420581051,47792.04979897685,48018.47181322255
332,42912.557633829536,33240.2796351399,60565.67286716863,49344.45803781839,36894.21868993658,50038.657215984174
333,64668.21924301606,54498.64251345413,54208.31852689963,70092.58619009973,44735.632754582766,62929.20184129862
334,49881.1521165766,33634.4552560695,42859.75283584253,31589.09951666531,44061.222927514165,77292.7743871788
335,24229.21748007094,49977.10185331228,37314.36833243688,50639.56685997516,53182.82981561851,54887.3551012221
336,54368.18740523536,52279.26381916954,39017.16767236684,64351.51813469601,55171.52571637544,53047.87026693022
337,44326.91293672155,55912.20387709,45358.531835940055,53794.62331556401,37110.0769399513,51306.57090995223
338,38476.62449407636,55798.37215299713,36921.147099453934,57455.834195169555,51475.19431104463,39873.030094217225
339,54141.98167586605,47910.70798065239,50517.90699617881,64015.87199500468,50467.35318860774,42483.21976373731
340,48767.06740884866,56933.373330706236,44679.09031539377,40164.409363942,59070.22957203238,55634.12817563177
341,50389.80438546924,48863.221943204764,40388.774354410394,50543.474440328755,39964.65802930211,41434.957742698
342,54331.02511677655,63866.94842625473,43009.90994495403,62213.66629896496,34755.89353136438,47890.66598892221
343,46925.259537160055,53900.64238992954,45011.82866082008,54988.751121619855,59143.26503648273,41383.380868666034
344,48450.49871370827,61433.08426568856,39952.66088207105,53698.83987453272,28886.15777371568,58510.66982587273
345,29640.038619150255,46487.05452399844,51733.97400256177,38377.77338587394,44138.550270822634,56156.620933026636
346,62574.98904343949,57166.20586612642,39900.8986516977,43424.90531743946,51451.85293363667,66309.98033265035
347,60718.8321713512,49823.94983997098,55044.59851163659,41720.569828839,36596.42418060069,57282.69199922681
348,53786.771990837304,52890.54476377212,56986.47742368785,53839.414520579354,54269.14542186046,37856.43184311903
349,51505.129318636355,33247.04370022907,54079.69294352851,36991.9985798899,39607.617471568716,60305.81933383233
350,54978.57876891625,52831.479417033246,66833.78452681821,51177.41279974104,60250.26397711748,74181.13362706453
351,16594.363963073018,54592.260674561454,38606.88306776214,29993.12927585427,39714.199141432466,54014.12415037566
352,47461.15092951653,64211.09173811955,45935.29017229235,46135.62071345713,56782.11362810944,47813.240881416365
353,49141.29731767532,44410.20076461844,44497.62149039997,35930.69189220469,31353.87888758789,53106.76712139554
354,37769.17568255556,42355.88678967882,54662.371697154216,56441.779206207226,44794.18787043788,61532.19311171815
355,40156.35554391842,38410.215493411364,42648.763271934244,51207.54602357886,62125.91053474098,54206.493303722265
356,44833.44814282591,56810.344901340395,67516.53934237352,69559.82865905651,33077.42991253879,69157.14668424345
357,48683.41475283454,52309.33604619558,52281.999932850355,51084.5226430134,43453.95855261495,27744.901453967384
358,53224.6720836527,53443.32251863688,24676.74626070081,51042.93471351682,38602.42180573508,57765.55813052067
359,48970.47747063685,47031.85870598603,42062.41497625616,37633.46025315184,40585.98054344552,53858.48194554458
360,42210.17505580401,71536.81701920861,55394.96735648595,32256.81767372623,49330.69910115264,55643.08196113014
361,13243.798470677284,54245.78965214402,56547.02841877988,59393.067387758856,50949.65332785725,61959.610695460426
362,51000.151367336315,42683.0983062711,46055.86456715702,50096.74152408562,49693.35792280429,43384.24747740863
363,48386.27107697168,40756.295392619315,48049.65609480122,35816.89627616547,52540.77947874989,39544.67816181779
364,44910.10651359739,55731.56795806541,61173.581022600716,40769.291383838776,49605.4673465078,55312.72676302855
365,42796.18633263731,67273.92054594801,35109.46165988104,53543.37114401526,47882.812167016884,56888.072569246186
366,67826.94241405508,58474.51697835544,37773.57894778796,45952.105002210876,39749.66417737586,56921.25517251531
367,52825.047555871846,43612.679067636236,46522.91593812445,50122.18254715945,57600.39010351164,70297.1478792693
368,67531.24198881404,45183.566141252064,46514.84141200205,40452.19953474947,42666.87878995528,47808.27397037192
369,41878.74799320245,65961.35476769111,59806.51048081958,54034.8664801373,61365.35367851074,50981.781659473505
370,52442.69634640463,53073.42872352395,56886.076913974015,59841.039614584144,45097.455026175754,47403.78819045777
371,62427.352542334294,50879.02268657544,45261.942041041286,68134.01718530792,51767.08906059088,46288.81955534909
372,61873.16304135269,52635.95837835258,56736.18052839678,33839.55896633365,46170.75463857946,59669.11827104578
373,29593.575376136836,50386.227922730184,58053.55384153007,36353.00839958638,52839.46567286849,63086.03710818062
374,43867.019877413804,43071.90290261888,41876.478516527604,56187.4706069105,44528.715341381896,50459.84642275981
375,53578.778113785105,63751.862172670444,48413.93441428586,48209.29927737909,37988.75730591241,56404.28838521342
376,66273.36122092247,40101.13603534533,58904.20275465027,53735.76647309856,52250.372223399245,65285.40559123819
377,50818.47628167833,61441.25196610064,51538.13803351035,46845.16087594191,44044.206303763494,58666.31088489267
378,62983.251431142475,50200.21915601601,53182.27365958679,29537.497389676468,49223.941290122675,56554.35215748991
379,51808.72614373573,45164.160047079735,47084.371724142045,40925.24015403657,43209.31695683841,55180.39063650495
380,40414.88188471804,42105.88206312642,44156.76859427499,39072.280537905695,39123.77359538328,52689.90780592268
381,56108.938081140106,36428.875870939344,35055.7659672462,44083.007015880234,55508.795197129366,48190.01692330563
382,70673.56980043254,50281.45454173001,56725.61712594661,36052.47817050465,49540.977860193365,71537.60581266042
383,40876.79335543033,54080.539553975235,43519.10286674836,52029.3529401635,42505.60834866109,51929.02566574847
384,58938.224679479536,52255.63042696712,42896.37019336097,56162.71946774477,48819.81545221085,58971.53971936724
385,43880.603900959264,45901.148197288836,39513.30358743809,43224.888855582714,32726.353796850966,50933.176590654424
386,41352.939145152435,56350.68324088218,44682.1744319211,52670.896960567115,51470.08862584733,50255.92311467724
387,53441.6101802258,48867.56587727392,47310.633071060045,53712.13200914475,28589.231568653082,81054.23488774039
388,41696.61789104894,75514.47109430257,48436.56991074958,20440.965082091323,56942.74198602907,59403.623373754795
389,48886.67166555311,37337.83174569548,36644.45794457635,50078.65499431674,41439.914162121255,72698.62222034036
390,49780.17621326493,36359.1936478704,46046.792437484015,48351.644263465234,46686.538280840046,53797.73156596736
391,49314.342448258976,45341.54636762953,34499.805725149265,48348.7190709717,57758.73476166755,41659.059572182596
392,44754.3495556365,50869.93751432267,51792.68769232223,77113.73491800377,52947.17116028354,59554.57316808649
393,56253.27826404628,68549.12867284112,42799.27021165891,48306.060910305365,41759.273067616676,58376.2599903146
394,50511.394300724685,44646.094491983575,36715.64935095445,47613.917366359616,50456.38518845166,53395.433509598195
395,43874.75193828959,36032.44489733826,42830.05188488134,26816.05488013734,41235.57957395093,54320.22808966813
396,38736.08110851992,42257.59063628775,43421.674444877375,32292.15623879412,60949.10203499921,49298.83631311536
397,55206.20055168063,54939.430634399534,42106.04487559889,39205.34857989425,46346.402421768595,77739.19155903986
398,44861.249703126516,60804.526400176546,63048.558296958276,47381.429520374186,68302.04407850391,53801.850325417094
399,48697.608291694996,37684.273816637564,40157.68897622471,46431.476095086415,39291.31280333015,69684.82287884879
400,48641.10101742833,46763.40102567914,42787.696511488,39390.77636889201,48722.12365827847,40258.56063826878
401,67643.45462817213,47564.354369574074,63844.50231002721,43965.00133155232,69246.10913791954,53299.678467715494
402,50875.587525310046,56787.73112401994,67572.48349396637,69500.211125389,56152.851852031876,58560.40908813593
403,51112.21907726369,52138.48625478477,41552.92865912813,38274.437491590084,48764.986525383014,61075.931814349424
404,62558.31027662672,44835.42130997026,44111.75801995653,57841.30220518238,38953.22947254088,48488.22307214484
405,57617.51931119786,49104.718479612966,60685.44671662828,49916.80138822025,49140.84833863689,59463.80033648914
406,47392.81587948502,58148.21421040293,40020.311479165364,57944.59961558546,62838.760752681395,44419.00930496745
407,38774.07372779932,75532.97758048607,56409.42386526543,52091.081971293715,53154.51315276237,46929.69958380426
408,49979.79042746076,51535.02691106539,48306.9384817908,49017.352078530224,51796.36653319592,56926.94774229542
409,47272.21735413555,45377.84588963729,37631.304239956116,57092.46107959151,66139.78048017762,40157.08167056538
410,64114.0424672972,44381.75686638724,54955.784483965974,47013.728622467446,52005.36682708786,46436.77390393171
411,48809.79907396118,48498.633859069196,57029.502176921895,41385.03780444821,25687.340253706774,55895.380561709506
412,58420.318792677695,81152.63315078882,49031.61931705068,52288.554475012585,31518.511616683776,55876.966617775994
413,46209.62292331166,51601.18429696024,39020.54954851792,54828.479245117036,54098.73371227765,59894.22560408093
414,48363.14077171043,48799.679149270596,59622.89477126653,46884.39847552041,41862.008313121776,59997.057059064646
415,53511.291524762535,37289.50100357126,25719.617136749985,46772.648763747675,56048.487638482045,60244.497872803855
416,60183.431759372805,41556.84302414794,68588.63612196808,51704.31381665569,36208.640474719185,54901.390813117265
417,42760.44498727556,51028.452110729544,62341.75941301021,44873.993868661484,68151.32612507785,47677.13655729202
418,60411.32007467396,53311.59380079222,62679.50678916023,50104.76818489874,54954.22157452356,50336.17420513603
419,44226.47874729572,46708.245510377004,43321.6370332568,61404.08855316356,45637.93747716143,60675.96885411037
420,52295.66097141169,46964.27717814894,34200.7663083296,70006.86215105855,58548.033671695215,50595.30404216028
421,55945.45011003216,47355.39109016582,58429.787255442636,56577.37485303656,40173.8029544594,42235.91179120842
422,59365.73463421583,59638.14367969682,55206.16378021852,57439.14258074131,39277.5671628568,55700.69580252003
423,58377.99315297084,42818.12606935947,34899.99430412876,54089.63874005561,60035.1009282711,58773.275896161664
424,34419.855540015335,49034.9785186569,56885.35882755496,53073.02368125208,47458.20067376838,72873.53754984026
425,35400.98621403289,38922.07060895376,46947.956845681045,54028.01266939774,58633.55595830898,51985.79055364909
426,54795.32787104172,39970.76398916487,54178.507051412395,50871.749118862004,35597.853346940334,45580.8516572598
427,58357.82073848629,59292.185822922605,43982.568865385045,46753.48326405641,49925.84137563891,36130.522788895425
428,54201.96748868579,40353.09270183724,34744.2122990011,49676.07912745308,57031.29031904328,57336.15077017369
429,39652.7755858491,52909.97604600517,53713.08800971143,63243.0552590904,39219.07467105688,48261.4319825618
430,35505.01104718638,39413.17300933639,53675.63124852139,31011.165453551614,41745.74091347063,65375.97288447091
431,51551.13881336739,45666.11396137083,41937.36005294007,40959.857315165005,42924.80196569749,45984.15082677042
432,50931.89231865099,38484.07590909338,39169.38157017053,39474.96643592834,47635.708466815675,68445.66729052195
433,51578.08662496792,55966.13250595672,48178.88768634394,57166.774261246115,56225.85388083999,49934.210173018015
434,54073.673243204365,51121.68969175908,67857.67322449238,44528.83448432571,45164.108213292566,47191.69949358163
435,57144.76573783127,44863.0503091601,48001.69573914935,55702.39188903139,47738.36816822547,53056.8252299428
436,50457.18933076048,75157.05351797404,34814.74484631735,52041.96631503116,54935.34282577375,49935.53578839734
437,51972.84158937669,41246.84262589723,44648.16860562564,47147.905826004346,41614.61235827235,67312.47460854134
438,54621.11521806113,63379.28291833387,35852.149039736745,43630.551544885195,42271.23544098839,50247.182067492045
439,55787.870208642584,62893.939608478206,47411.711283092984,40919.199228830505,36555.499347802164,52060.525250338476
440,56792.89277626357,52143.60324473328,46336.31708942961,45843.62098250878,46604.947083177656,50439.464342065025
441,47191.72065056186,36283.10488441308,24801.56487743606,55097.697732980494,48069.04482114206,64222.92113937589
442,44264.68728859531,38477.982819246696,34465.76671686402,60337.33573501856,51888.271202366035,63157.45721664758
443,56273.62831031659,48283.08356983614,58685.20465950096,47370.84680748641,38823.244861066916,73459.28513524329
444,29024.598003770145,73484.55040579988,35313.21074009778,64626.719133399136,35349.48886544947,50622.42268828893
445,58165.519414055656,42181.09736318946,58753.87375206366,51771.40789794832,51820.10076096073,67580.58805826482
446,56939.13926678498,56073.36998524211,40949.3487867628,52484.21129941597,33122.67751516996,67717.13942739874
447,63440.12049546333,54585.76233876071,33574.428803101386,54327.157050680995,72383.60159982769,27267.61752269056
448,57499.88741187689,47921.41883967177,48186.844496017104,42288.20906035878,57360.08783319365,66801.01482301512
449,58514.94931629722,44968.840421814784,45616.385529336076,49010.00334188181,30852.214136032228,44730.699092065406
450,48990.66706417748,48837.35481073041,38602.62849479897,19180.16526366947,57369.47330472588,47419.548249952655
451,44124.90707421436,48788.17266218608,42929.8117943622,51373.49077042457,46953.56204802818,69753.63926611176
452,60192.659310113115,53971.581465393414,42184.128003166676,38480.049523701295,58179.47700182386,72376.2079619825
453,52549.44372916311,56353.60951809847,44824.23741387672,55402.57175305165,59653.572142094636,37156.74019751846
454,66715.37915668936,29372.845477294395,44486.97463069224,36127.38074223038,48789.42251174466,53857.26878712513
455,61877.3738921794,55894.773987817454,58133.59733445842,68465.5283545385,51808.16488741749,55732.29488935734
456,46148.71047822758,60898.1752035039,43485.02021151317,40898.88176445234,36199.29997902551,47713.90269244815
457,67834.18117325693,62236.845098808,40003.59946169319,61754.65104134917,48816.22708428777,61787.36593007538
458,66792.18366168012,49141.824366389505,55407.222024305105,45855.03535117749,50407.30985816699,46918.19900024071
459,53047.804860027856,53321.583198109474,46754.35428253435,56406.667348826915,59536.839968420165,61079.45677147067
460,51341.27360689272,48253.36177732743,43006.57319562521,56681.89823150882,43524.14491733367,61920.50930473492
461,51960.860619292194,54444.525621222594,40894.988325757986,50913.01968522084,54786.56037015688,64832.95020533163
462,38858.97770149715,53945.92446618142,57482.673261625154,28134.695921192593,41929.501870819375,62066.805331328316
463,56966.56140639397,48355.07229644338,43447.491913293925,42278.722548607126,51104.68156795936,57401.38668342859
464,41024.15281582954,62323.561955974226,59044.26300234416,51055.895890205175,56098.61948462087,43266.41469666065
465,45949.671172381335,50814.92079224956,43521.2047768639,27571.03868372603,43686.81732865723,50425.8991600256
466,38275.37095400852,40316.96161593549,49115.11147265848,58527.2210266285,59909.3922006993,53530.904937648214
467,42370.35802913773,63572.08654888823,47433.00313221215,62035.08322531266,46630.56361264644,63000.68560065531
468,56902.15995240417,34155.33750225208,51238.35026239814,61086.78637988583,66019.17810912099,70064.67294152375
469,56312.942564780205,35206.38615385532,41370.573349013684,50596.71483617181,77342.73876418117,50613.162108503646
470,38754.7423677574,49158.0912845697,50995.95209356038,60338.787274688766,44865.622221464924,53727.41717573837
471,40771.84556278092,47973.57369006509,42818.061585332805,41089.83262896094,47551.950191576456,44678.66053261751
472,66936.25630205119,51850.80668319801,57258.63406906594,72134.3666033457,47629.935039355885,62319.57649827641
473,41039.57273627452,72254.90724275145,67330.05994953147,43908.09935115861,34458.17733450846,51738.18217121046
474,50967.7256187149,34713.069029355094,51459.75089890944,44374.559356373604,65953.19126291975,43541.535146882394
475,34735.28356281836,47386.846118204405,54319.8609168532,79035.49057417315,44502.206272525334,41113.31727279382
476,49295.714299969055,48767.18224453552,57344.328263542346,50241.500642898165,42924.5475324108,50475.321389851444
477,41477.677962813286,47426.7858856415,53288.83849276846,54059.2664861845,54954.04753307779,64140.96673608964
478,49902.500335565885,44421.592240886894,65787.1351900062,45520.869932197624,28434.655044702424,34367.64517277575
479,48431.67149468196,48821.654453271425,46919.291049512976,39487.67612707838,24760.955553367075,66133.78894937626
480,70391.98697634495,51506.85601443083,54830.61320551419,56993.2510653943,45358.32620562409,51046.20316737086
481,49921.194346070275,51633.834960277294,51892.218212692846,39559.67146205182,64146.293655942936,43248.561347045004
482,57103.93808565751,58627.20171130235,57601.30762132282,48416.48609637196,53433.48719993578,40709.230956217754
483,51219.176518275875,44428.102151383006,40262.37817382127,52430.4648448726,48645.486562001286,94017.67676990127
484,41635.002213133004,45768.47921354794,52903.247947846976,45079.746407403945,71190.96297747643,42783.44677941268
485,47727.05558578438,55240.40547035805,53384.22031421141,38810.74069023719,60223.06230232676,41575.78459926476
486,50940.42794548446,63247.250427948704,44099.588752666634,46920.432560781475,44464.29152703919,52656.21882334728
487,52085.34273524981,53060.16531572789,53169.62619096968,52939.2267964803,40665.77441783005,67406.98289264616
488,42254.70683969178,41947.29907915877,44916.994522341505,49454.56201712565,41472.09765604569,64878.10210077027
489,53961.562915725226,34383.23901631911,51528.156945461975,67425.8850753498,31184.03684336609,51586.10803986896
490,53995.21292642357,51534.293352015724,43651.28256502198,55939.82704778276,55349.792188648804,51668.650272692204
491,60536.194486614186,52811.19356697923,52553.80105392699,54245.71859319127,64975.00933810543,56479.25297489732
492,49432.133583267554,45549.2711333029,42610.55592848422,51187.77564389065,40484.67950869416,40611.819113730766
493,66232.91170322799,37462.33403252696,26764.290355549423,50127.57103342032,47531.65116816164,63984.036363215775
494,64196.65547167041,19682.360085906774,46579.569348807694,54696.371869953786,52693.865510496114,59967.27232074914
495,34536.2313360112,39223.35040241663,47551.74850603182,55259.08411222373,47400.13175095343,65960.79075648726
496,52194.64583437618,58297.12187625882,44436.523854660096,56021.64471221232,47852.13349874362,68859.63425850646
497,59379.45381030152,48834.76002134757,47274.40660296477,66137.53155156184,51012.40412329564,58550.78031029406
498,49727.45017039586,50169.16764996134,32481.443362893457,58330.47728136672,35643.98427190425,40044.52485915429
499,69550.42654091751,44806.77649557625,50215.301569193485,73711.56486831677,47051.90914573832,74807.85274167391
500,59511.48873157533,64401.691903783234,65502.02177855026,38798.08775245202,53039.78258214899,56349.62243678182
501,47037.70616193045,49203.88535251879,46283.1514350591,48802.75217968735,48227.24462019797,59683.44335781513
502,52996.42339464827,37623.42776044124,41101.671528436666,46692.663181875076,53583.422903240404,55075.95409086174
503,42653.1930678183,43625.62208239034,64016.84408565333,60938.573307780076,58979.661966225336,56274.61760666092
504,76736.23362226224,43716.1851767893,53049.864761406796,56504.321055017455,39878.81540952791,57984.32152454304
505,51038.46380195063,51456.18325655757,46196.92187450838,66613.24545555332,45137.732472610995,73465.87111200491
506,42488.13609660636,60907.07379575027,61773.19218729276,42626.1760287901,40619.23856896325,49838.416546351014
507,60308.05449366771,54995.084077349115,57608.64714023301,66565.04020255874,44289.76405198285,76116.74323059639
508,62198.7482824827,51791.95008771688,45694.04978134934,30501.223281208786,65887.35512210678,54527.598773307574
509,65110.517462480646,57933.77292026974,39786.90261928183,38194.375139926364,51815.861834038034,63002.96987512911
510,53548.8419748953,67077.05033548194,53442.11433058176,41345.20967006865,56773.092212636395,32531.81957156154
511,54751.045949437226,52606.92884410842,39647.27886218659,56375.716673714116,68506.33987842978,45866.98411525417
512,53421.02115254135,61691.497972631,51078.4236807946,47282.96350097142,60023.29312943411,54578.086160347666
513,40278.32970257426,49693.130512745774,40475.77312208029,48747.10997047391,41790.228240108554,66324.13585592085
514,37765.74595235191,62040.172307848494,46230.001040530115,49889.32894885874,47466.5900483838,61709.44416536381
515,39143.269941960265,66782.71755984763,47303.45391807679,47271.84064545676,39063.80137328437,39177.541842964456
516,61467.49968833661,46585.53263761778,40533.49070670143,46257.31290504892,53764.34844655875,70028.03134408621
517,50533.451412696915,50943.76298009333,31977.081506515315,49339.01676431859,59837.542984138985,39160.68844376272
518,58209.46857273095,65429.494356686635,38477.18962490975,47250.80119223417,29665.42239061634,47509.93298553677
519,49854.80688094873,71136.58449750114,47870.77459885618,49694.90422626139,46750.662526253145,68281.19215130155
520,62449.48610284463,42647.22629868592,53903.73602919698,46455.18453680675,46097.74473048132,56075.870525399034
521,67853.60454966467,48347.64326801961,54611.77194089374,50855.05173542272,49991.65915052266,69588.94970989847
522,19485.03060087054,60018.70816572794,49042.68642595074,61042.201156258896,51198.85190057087,46009.651914038
523,34840.00930148029,53765.32098003802,26321.016634937445,46626.11157662221,51718.69662893713,55903.827855956464
524,28141.54394777106,45510.62564967448,58331.63978626752,41600.70821289676,36358.798491519236,47407.88212637974
525,48371.214689889646,74241.07770471131,45363.347986257024,58966.74415372328,60553.38016145218,75006.52413128957
526,57312.96149225242,67656.07487162035,42055.74373632304,48337.578431441936,66804.18907445572,50281.151639565025
527,52244.85060851454,39512.28406027532,32193.803781758565,42895.504456301336,43127.24089680452,66509.81698135134
528,33737.22002045451,58730.63329500654,50882.80942954216,51717.03400378324,59235.95240772137,75828.5071131731
529,61158.57680087546,57817.10792539408,45782.67541372018,37162.56912521276,45034.69594713693,57357.73991223053
530,48656.578577608496,39450.948200323204,35216.77873919929,55860.39743536472,50124.51876271355,71275.11031960016
531,62713.73160632778,43832.51106500093,42479.25992985965,67046.55045320038,53955.338719686435,71190.45190235304
532,47766.05728319812,51285.35750717057,34061.12310370743,22420.01392070544,52626.26475629024,49397.5135527499
533,52468.35983834723,47462.78698237636,36876.71769806168,67476.6219488145,44955.149717352906,46390.14593040749
534,55318.0873545716,55564.518496255914,48358.198711077384,58627.12386373192,62296.92788815815,58358.48332933846
535,49213.573887724946,55045.83871490004,37191.09314744282,33500.69248688721,42915.68031159066,61345.57195291084
536,47131.07971819147,54819.1305487232,38118.52023590487,53198.47305897888,60748.669085642105,52726.61761859435
537,50010.66114190386,54443.71799643587,25909.24630041987,66720.3474952162,76355.12849134055,42131.83326621666
538,42031.470764649304,71196.39839932573,52955.31233391966,59810.46689717427,59088.12144393481,61949.605147096685
539,45146.46983237565,51950.25165203336,36217.660406260155,46174.989450535104,36684.688624010996,48183.198797733545
540,72777.10137056129,30618.2573451232,55323.734924345445,35369.840327668295,49121.88493080772,52375.99766652318
541,46491.4530123871,45274.112782360404,33474.32765329748,48456.68472674532,49212.239976004115,58547.99499850137
542,43493.20243835358,45440.91604007425,54881.312811078125,44820.98083557769,46411.17351245662,52997.5372387824
543,50798.63442734161,51801.59760798378,44338.563719676866,71802.835131742,45217.92135644207,32608.35600578107
544,39575.09326453418,62196.12606822044,52909.747664690076,44963.551385450985,56385.743057415995,57556.30562615322
545,41519.9346887408,47820.08706420468,37442.49136469102,70378.47632770885,49737.12510326354,40450.869578594444
546,41406.41812327929,70062.01454701135,53084.30812257196,64498.3494648011,51212.38219454127,45524.16563656615
547,52423.63796240559,43269.524121227965,52521.016933817256,32130.549485610474,62837.704989904945,59822.52518488359
548,50749.39658486831,39105.750016006525,49629.263252721816,54794.54585819336,41887.420874983516,67653.74300965108
549,43609.52624412585,32402.384444000614,54985.32514759196,57606.11984223745,33359.173057351625,58127.73715293476
550,40442.85475436654,46790.742387565086,23091.582208930977,60931.34305569218,38747.72742444151,60428.645067349236
551,57324.03848337454,51234.43242767182,55449.60278805668,64617.659978004405,46223.674909565816,57958.66774308808
552,39985.421096856466,49501.315104525565,56718.53489120949,51643.0049287511,38966.34303345468,56773.764424352754
553,55385.3908237533,61681.1972548747,33736.96444555217,53355.17789288642,62768.34630928982,61592.27273755879
554,55098.09214255154,47050.5061154674,31324.005469810974,24612.368915326395,56681.595017869884,52909.06055284665
555,62486.442796641044,44586.98351839939,48146.383410261835,45183.114034927894,57790.56155890563,60105.596715426196
556,38633.674237737956,65576.01548723325,56821.841495432076,33461.21589210679,49406.46670640855,53339.06643528545
557,53912.73104427279,35521.33103482814,47155.97889686727,57264.590866077524,44839.40752582125,64765.440165064094
